order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
2740814,198294,12,3,11,9.0
3044704,198294,13,0,10,11.0
2326925,198294,14,1,16,8.0
1477906,198294,15,6,8,5.0
1650626,198294,16,6,10,7.0
1274348,198294,17,6,22,30.0
649765,198294,18,5,13,27.0
2419781,198294,19,3,13,30.0
269282,198294,20,0,12,11.0
1002965,198294,21,2,14,30.0
470078,198294,22,0,13,19.0
2518654,198382,1,6,11,
1228444,198382,2,0,22,29.0
2181105,198382,3,0,16,14.0
1145321,198382,4,0,18,7.0
3257015,198382,5,0,2,7.0
436928,198382,6,0,15,7.0
170371,198385,1,5,8,
2375617,198385,2,5,11,30.0
1153061,198385,3,1,10,3.0
2179058,198385,4,0,8,27.0
2761619,198385,5,2,9,30.0
3206346,198433,1,0,16,
2255328,198433,2,6,12,30.0
2122803,198433,3,5,15,30.0
186685,198433,4,0,18,9.0
36560,198433,5,0,18,30.0
387494,198433,6,6,11,30.0
1399924,198433,7,5,15,6.0
2585093,198433,8,6,18,8.0
1008426,198433,9,6,15,30.0
1584943,198433,10,1,19,9.0
572934,198433,11,6,10,5.0
629036,198433,12,6,16,7.0
2201639,198433,13,2,12,3.0
1082477,198433,14,5,20,10.0
2903930,198433,15,0,20,23.0
2588897,198433,16,1,20,8.0
1464610,198433,17,5,17,18.0
1757488,198433,18,6,18,29.0
371334,198433,19,0,19,8.0
131913,198434,1,4,12,
2148090,198434,2,1,12,4.0
1292291,198434,3,5,11,11.0
2446375,198434,4,5,17,14.0
2723915,198434,5,6,12,22.0
1264090,198434,6,5,16,13.0
2404980,198434,7,5,15,7.0
729053,198434,8,0,17,16.0
832935,198434,9,0,7,30.0
1318239,198434,10,0,12,7.0
603355,198434,11,3,18,10.0
926354,198434,12,0,11,4.0
482806,198434,13,0,11,0.0
1865052,198434,14,3,14,10.0
869166,198434,15,4,14,15.0
2836016,198434,16,0,12,17.0
852211,198434,17,3,8,3.0
18104,198434,18,3,17,7.0
1394712,198434,19,0,8,4.0
197313,198434,20,2,22,2.0
1339087,198434,21,2,16,7.0
2857106,198434,22,1,19,6.0
791238,198434,23,3,7,9.0
2987596,198434,24,0,12,4.0
2317442,198434,25,3,14,3.0
23590,198443,1,2,14,
1782383,198443,2,1,12,6.0
90410,198443,3,5,14,4.0
2034183,198443,4,1,13,10.0
1171791,198443,5,1,17,7.0
1966886,198443,6,1,15,7.0
3215218,198443,7,2,17,1.0
1462980,198443,8,3,13,15.0
1033939,198443,9,1,16,5.0
598271,198443,10,2,19,15.0
2644400,198443,11,3,10,8.0
1543444,198443,12,3,14,0.0
1895164,198443,13,5,14,2.0
2898052,198443,14,3,12,12.0
2518809,198443,15,1,14,12.0
2180276,198443,16,5,8,4.0
83238,198443,17,6,14,1.0
142425,198443,18,1,15,2.0
3398220,198443,19,2,15,1.0
3212411,198443,20,1,16,6.0
865031,198443,21,4,14,3.0
783901,198443,22,1,16,4.0
67348,198443,23,4,16,3.0
3230671,198443,24,5,12,1.0
985695,198443,25,1,15,3.0
1274436,198443,26,4,13,3.0
1358642,198443,27,3,17,20.0
930672,198443,28,6,13,3.0
2160415,198443,29,0,13,1.0
356554,198443,30,3,13,3.0
1681118,198443,31,1,14,5.0
1180069,198443,32,4,14,3.0
3113239,198443,33,1,15,11.0
1879608,198443,34,1,13,7.0
3038667,198443,35,4,15,3.0
136375,198443,36,1,15,11.0
2902797,198443,37,5,10,18.0
1558535,198443,38,5,12,7.0
2437723,198443,39,1,12,3.0
1478355,198443,40,4,7,3.0
2078482,198443,41,5,10,1.0
1734378,198443,42,3,17,5.0
596790,198443,43,5,8,9.0
334682,198443,44,1,12,10.0
1910587,198443,45,1,10,7.0
628883,198443,46,4,13,3.0
1940231,198443,47,2,14,5.0
1650876,198443,48,4,8,9.0
699291,198443,49,4,12,7.0
2737241,198443,50,1,12,4.0
345567,198443,51,4,9,3.0
2197708,198443,52,5,12,1.0
2850502,198443,53,2,19,11.0
2595655,198443,54,3,13,29.0
291436,198443,55,1,16,12.0
1310371,198443,56,2,18,8.0
3257828,198443,57,5,7,3.0
743667,198443,58,3,9,5.0
1181642,198495,1,0,7,
1385243,198495,2,0,7,28.0
2974466,198495,3,3,7,24.0
3004652,198495,4,2,14,27.0
3173723,198495,5,2,15,7.0
2310643,198495,6,5,15,17.0
964128,198495,7,2,15,18.0
2105894,198495,8,1,14,6.0
1041254,198495,9,6,1,12.0
2431194,198495,10,0,13,8.0
3050369,198495,11,6,18,30.0
29162,198495,12,0,14,15.0
2996068,198495,13,2,19,9.0
372595,198495,14,0,15,5.0
1643837,198495,15,4,16,30.0
1708561,198495,16,0,14,17.0
2881338,198495,17,3,16,17.0
3212301,198495,18,4,17,30.0
493365,198495,19,5,16,1.0
3066293,198542,1,1,15,
3091696,198542,2,2,17,8.0
2946890,198542,3,1,16,30.0
217130,198542,4,4,15,10.0
697917,198542,5,0,20,30.0
2741029,198542,6,5,13,12.0
929298,198542,7,2,10,18.0
2272685,198542,8,2,17,7.0
2081852,198542,9,4,15,23.0
1801315,198542,10,6,9,2.0
1302359,198542,11,1,12,9.0
2288,198542,12,6,10,5.0
1838880,198542,13,5,8,13.0
2939244,198542,14,2,15,4.0
2846743,198542,15,6,13,4.0
55785,198542,16,3,17,11.0
324911,198542,17,0,7,30.0
2985496,198542,18,2,14,30.0
3410697,198544,1,1,14,
259454,198544,2,0,8,6.0
1583160,198544,3,0,8,7.0
561858,198544,4,6,18,6.0
1565778,198544,5,5,8,6.0
3084703,198544,6,6,17,1.0
2100753,198544,7,3,14,4.0
2476020,198544,8,6,9,10.0
3380336,198544,9,6,16,21.0
1214382,198544,10,0,19,30.0
2524409,198544,11,5,12,30.0
1334454,198544,12,5,13,14.0
534557,198544,13,5,9,30.0
194267,198544,14,4,9,6.0
2825178,198544,15,0,10,24.0
3397248,198544,16,5,7,12.0
3299458,198544,17,0,10,23.0
1816888,198544,18,1,13,15.0
2473678,198544,19,1,17,7.0
542108,198544,20,2,17,1.0
2148938,198544,21,6,9,11.0
1447801,198544,22,1,18,2.0
847179,198544,23,5,17,4.0
1614739,198544,24,3,15,26.0
2816501,198544,25,6,12,3.0
139090,198544,26,1,11,16.0
877342,198544,27,1,18,7.0
284813,198544,28,0,9,6.0
1127101,198544,29,1,6,1.0
2239564,198651,1,2,13,
2051882,198651,2,5,16,17.0
3140042,198651,3,2,11,30.0
2155126,198651,4,0,16,19.0
2177256,198651,5,3,11,30.0
2298051,198651,6,0,11,25.0
2763016,198651,7,2,10,9.0
2460509,198651,8,1,11,6.0
2983866,198651,9,5,8,11.0
1030423,198651,10,0,20,9.0
1331354,198651,11,3,13,30.0
2974020,198651,12,5,20,23.0
1459058,198651,13,1,9,30.0
3144185,198651,14,1,14,30.0
52133,198651,15,1,14,0.0
1383926,198686,1,6,16,
2247738,198686,2,4,13,30.0
3092888,198686,3,1,13,30.0
2708666,198686,4,5,15,30.0
597919,198695,1,0,10,
1127290,198695,2,6,10,30.0
1306902,198695,3,0,7,30.0
3008156,198695,4,0,8,30.0
219042,198695,5,6,13,30.0
2232445,198695,6,0,6,22.0
664148,198695,7,2,7,30.0
437132,198695,8,6,11,30.0
260027,198695,9,1,13,30.0
2371870,198695,10,5,13,25.0
2705968,198695,11,2,13,30.0
1384999,198696,1,5,14,
2576988,198696,2,6,10,30.0
3093594,198696,3,1,13,9.0
2166909,198696,4,1,15,21.0
2844664,198696,5,4,7,10.0
2397583,198696,6,5,9,30.0
2341667,198696,7,4,15,27.0
998605,198696,8,4,13,30.0
3389014,198696,9,2,13,12.0
2849033,198696,10,2,13,30.0
1430080,198696,11,1,12,6.0
2557882,198696,12,2,12,30.0
1921658,198700,1,1,7,
2598501,198700,2,3,17,2.0
1463901,198700,3,3,19,0.0
69644,198700,4,4,19,1.0
1074838,198700,5,6,20,2.0
2788478,198700,6,4,6,5.0
106958,198700,7,1,6,4.0
199718,198700,8,0,12,30.0
1783458,198700,9,3,14,3.0
2642685,198784,1,5,16,
886482,198784,2,5,9,21.0
3154946,198784,3,0,12,2.0
2451814,198784,4,2,13,2.0
2384497,198784,5,5,10,3.0
3212813,198784,6,1,15,3.0
3232313,198784,7,5,14,11.0
886911,198784,8,4,13,30.0
681944,198784,9,3,8,6.0
1737377,198784,10,4,9,15.0
2156038,198784,11,6,15,9.0
362149,198784,12,3,12,18.0
1890637,198784,13,0,16,4.0
2722258,198784,14,6,11,6.0
1319879,198784,15,0,12,22.0
137464,198784,16,0,12,7.0
2274884,198784,17,2,10,23.0
1176885,198784,18,2,10,28.0
3258208,198784,19,6,9,30.0
2127053,198784,20,4,14,30.0
2006329,198811,1,3,10,
2772665,198811,2,4,12,1.0
972148,198811,3,5,10,1.0
2121100,198811,4,0,11,2.0
836058,198811,5,5,12,5.0
1398016,198811,6,3,10,12.0
449769,198811,7,5,8,2.0
1714308,198811,8,5,10,0.0
1666895,198811,9,0,6,2.0
3301469,198811,10,2,8,2.0
65707,198811,11,1,8,6.0
1968939,198811,12,2,13,1.0
436370,198811,13,4,13,2.0
3233142,198811,14,6,15,2.0
3078603,198811,15,0,22,1.0
2485773,198811,16,3,11,3.0
625533,198811,17,4,16,1.0
2177895,198811,18,6,16,2.0
1607766,198811,19,1,13,2.0
3137877,198811,20,3,13,2.0
533774,198811,21,5,9,2.0
2085546,198811,22,6,14,1.0
799496,198811,23,2,12,3.0
2023112,198811,24,5,7,3.0
959226,198811,25,1,11,3.0
2848449,198811,26,4,7,3.0
1041802,198811,27,6,14,2.0
3279866,198811,28,0,12,1.0
2251551,198811,29,3,11,3.0
2373945,198811,30,5,11,2.0
1262673,198811,31,0,12,2.0
1356089,198811,32,5,7,5.0
2599910,198811,33,1,18,3.0
2502797,198811,34,5,16,4.0
3247139,198811,35,6,11,1.0
2272290,198811,36,3,13,4.0
1440662,198811,37,5,3,2.0
3048182,198811,38,2,11,4.0
985208,198811,39,5,7,10.0
2509258,198811,40,6,16,1.0
2572877,198811,41,6,17,0.0
2931776,198811,42,3,10,4.0
1160499,198811,43,4,15,1.0
1746420,198811,44,6,11,2.0
1902832,198811,45,1,11,2.0
2917737,198811,46,3,8,2.0
3311903,198811,47,4,15,1.0
709716,198811,48,0,8,3.0
1482826,198811,49,4,13,4.0
3384771,198811,50,1,9,4.0
1259768,198811,51,2,9,1.0
107974,198811,52,0,8,5.0
2234580,198887,1,2,17,
2933669,198887,2,0,12,12.0
2989975,198887,3,5,19,19.0
2832593,198887,4,6,17,22.0
2769702,198887,5,0,15,15.0
529110,198887,6,6,17,13.0
3092818,198887,7,0,15,8.0
2307131,198887,8,6,14,13.0
2748129,198887,9,6,19,14.0
107272,198887,10,0,11,30.0
2589619,198887,11,0,13,7.0
3171548,198887,12,2,11,9.0
1653662,198887,13,1,14,6.0
15120,198887,14,5,8,4.0
2814796,198887,15,0,15,2.0
3367910,198887,16,6,19,6.0
966010,198887,17,0,15,22.0
2609860,198887,18,0,14,14.0
1487153,198887,19,0,13,7.0
715396,198887,20,6,12,6.0
3242761,198887,21,0,12,29.0
3123359,198887,22,6,14,6.0
2780455,198887,23,1,11,9.0
3014562,198887,24,6,19,12.0
47314,198887,25,6,15,7.0
3124258,198887,26,5,19,6.0
1126702,198887,27,6,20,8.0
2176340,198887,28,6,17,7.0
3122680,198902,1,1,11,
2758056,198902,2,3,9,2.0
2473492,198902,3,1,10,5.0
192767,198902,4,1,10,21.0
1939931,198902,5,2,10,8.0
1381377,198902,6,4,13,2.0
3190412,198902,7,1,10,11.0
3092910,198902,8,1,12,7.0
807749,198902,9,1,11,7.0
3094440,198902,10,2,9,8.0
1156264,198902,11,1,11,6.0
263143,198902,12,4,9,3.0
852243,198902,13,1,9,4.0
2538985,198902,14,1,9,7.0
2118583,198902,15,3,10,2.0
2058556,198902,16,1,10,5.0
2916353,198902,17,1,11,7.0
2221482,198902,18,5,10,4.0
1908142,198902,19,1,14,3.0
2330465,198902,20,1,10,7.0
2735214,198902,21,1,12,7.0
1575459,198902,22,2,14,8.0
1553001,198902,23,4,14,2.0
1238143,198902,24,1,9,4.0
3198612,198902,25,1,10,7.0
1442717,198902,26,1,9,7.0
1979100,198902,27,1,10,7.0
1931006,198902,28,1,9,7.0
306411,198902,29,1,11,7.0
1103947,198902,30,1,10,7.0
2466554,198902,31,1,10,7.0
1169443,198902,32,1,14,7.0
1013397,198902,33,1,14,7.0
1138472,198902,34,1,11,7.0
2944597,198902,35,1,13,7.0
2308321,198902,36,4,16,3.0
2372677,198902,37,1,14,4.0
763022,198902,38,1,10,7.0
2942396,198902,39,1,17,0.0
919876,198902,40,1,11,7.0
3267061,198902,41,2,11,8.0
3211604,198902,42,2,11,7.0
2992924,198902,43,1,13,6.0
1775638,198902,44,1,12,7.0
1213135,198902,45,2,16,8.0
1488260,198902,46,1,14,6.0
689701,198902,47,1,14,7.0
2307772,198902,48,1,15,7.0
182722,198902,49,1,12,7.0
2570590,198902,50,1,12,7.0
2088559,198902,51,2,12,8.0
2059015,198902,52,1,14,6.0
2911617,198902,53,3,10,2.0
1385024,198902,54,1,16,5.0
2666271,198902,55,1,11,14.0
3299572,198902,56,3,10,2.0
2342376,198902,57,1,15,12.0
3285671,198902,58,1,14,7.0
631842,198948,1,0,9,
1052075,198948,2,2,23,2.0
2191179,198948,3,2,18,7.0
238278,198948,4,3,14,1.0
2619339,198948,5,3,13,7.0
1962933,198948,6,1,14,5.0
1610253,198948,7,3,12,2.0
9766,198948,8,6,10,3.0
758018,198948,9,3,17,4.0
2043493,198948,10,0,23,4.0
2413439,198948,11,2,13,2.0
385265,198948,12,1,15,6.0
1833718,198948,13,4,8,3.0
2542073,198948,14,0,23,3.0
2984236,198948,15,5,11,30.0
2115412,198948,16,6,23,1.0
114814,198948,17,3,21,4.0
2996654,198948,18,4,14,1.0
2476972,198948,19,6,18,2.0
2441212,198948,20,0,7,1.0
2639465,198948,21,2,8,2.0
2796085,198948,22,4,18,2.0
2569434,198948,23,0,11,3.0
2356648,198948,24,1,19,1.0
2471306,198948,25,2,15,1.0
1666543,198948,26,4,16,2.0
1805671,198948,27,1,17,4.0
1953188,198948,28,5,22,4.0
3105505,198948,29,0,15,2.0
1326563,198948,30,2,16,2.0
1004609,198948,31,6,18,4.0
605451,198948,32,1,20,2.0
691696,198948,33,4,15,3.0
958932,198948,34,1,9,4.0
2951791,198948,35,5,12,4.0
379557,198948,36,5,15,0.0
848971,198948,37,1,13,3.0
1749842,198948,38,6,11,5.0
757179,198948,39,6,19,0.0
1847696,198948,40,0,18,1.0
3281345,198948,41,2,13,2.0
907586,198948,42,4,15,2.0
328647,198948,43,2,18,5.0
1419086,198948,44,6,11,4.0
2643619,198948,45,0,12,1.0
3387736,198948,46,5,9,5.0
2822445,198948,47,6,10,1.0
2391461,198948,48,3,11,4.0
2550191,198948,49,6,11,3.0
2733984,198948,50,6,17,0.0
3045673,198948,51,2,19,3.0
1836179,198948,52,3,8,1.0
3008255,198948,53,5,13,2.0
3206782,198948,54,0,21,2.0
2998808,198948,55,6,16,6.0
629341,198948,56,1,13,2.0
1168471,198948,57,5,12,4.0
2350180,198948,58,1,11,10.0
1356680,198948,59,2,15,8.0
27485,198948,60,2,19,7.0
1923007,198948,61,6,10,4.0
1952340,198948,62,2,17,3.0
323590,198948,63,6,11,4.0
1573991,198948,64,2,20,3.0
1136433,198948,65,5,6,3.0
3311214,198948,66,6,10,1.0
222324,198948,67,1,15,2.0
2965749,198948,68,3,18,2.0
2949853,198948,69,4,17,1.0
3176972,198948,70,0,13,10.0
2032840,198948,71,2,17,2.0
2286214,198948,72,3,12,1.0
444288,198948,73,4,10,1.0
2464506,198948,74,5,17,1.0
267623,198948,75,2,14,4.0
2639097,198948,76,1,13,6.0
2654399,198948,77,2,14,1.0
180751,198948,78,4,17,2.0
478225,198948,79,0,15,3.0
1850981,198948,80,1,19,1.0
2599503,198948,81,4,15,3.0
1383943,198948,82,6,14,2.0
1346914,198948,83,2,17,3.0
910941,198948,84,5,15,3.0
299830,198948,85,2,3,4.0
297477,198948,86,5,14,3.0
1312398,198948,87,0,14,2.0
2274944,198948,88,2,8,2.0
1137678,198948,89,1,16,6.0
2280168,198948,90,5,13,4.0
2958370,198948,91,1,17,3.0
1979753,198948,92,4,15,3.0
2581813,198948,93,3,8,6.0
2861864,198948,94,3,8,0.0
2400963,198948,95,4,20,1.0
2613431,198948,96,6,17,2.0
1572222,198948,97,2,18,3.0
1588661,198948,98,6,19,4.0
498795,198948,99,0,15,1.0
3188402,198948,100,3,14,3.0
447274,198990,1,0,16,
2232879,198990,2,1,13,8.0
761927,198990,3,3,19,2.0
2293185,198990,4,4,13,8.0
982032,198990,5,0,23,3.0
889311,198990,6,4,12,4.0
315248,198990,7,1,8,4.0
2246346,198990,8,4,11,3.0
1126879,198990,9,2,9,5.0
1940559,198990,10,3,23,1.0
232354,198990,11,5,16,2.0
1582734,198990,12,3,20,5.0
3175937,198990,13,1,12,5.0
2693494,198990,14,4,13,3.0
35847,198990,15,3,9,6.0
1398272,198990,16,2,10,6.0
2008686,198990,17,5,11,3.0
1517098,198990,18,0,15,2.0
1457863,198990,19,2,12,2.0
809825,198990,20,4,20,2.0
1381929,198990,21,5,16,1.0
2085175,198990,22,5,11,7.0
2730755,198990,23,2,8,4.0
1286651,198990,24,5,14,3.0
896661,198990,25,1,18,3.0
1469852,198990,26,5,10,4.0
2125262,198990,27,4,7,13.0
1096242,198990,28,0,18,3.0
889535,198990,29,2,18,2.0
375271,198990,30,4,14,2.0
1743044,198990,31,2,7,5.0
1633049,198990,32,5,15,3.0
438238,198990,33,1,16,10.0
1952995,198990,34,3,18,2.0
649086,198990,35,5,11,2.0
978204,198990,36,2,20,4.0
2690600,198990,37,4,14,2.0
732487,198990,38,4,10,7.0
381714,198990,39,0,14,3.0
347693,198990,40,5,10,5.0
751685,198990,41,1,15,3.0
1621757,198990,42,4,16,3.0
3320289,198990,43,0,16,3.0
777645,198990,44,3,17,3.0
3215942,198990,45,5,12,2.0
2100703,198990,46,2,13,4.0
614606,198990,47,4,12,2.0
3267919,198990,48,1,14,4.0
1428326,198990,49,2,9,1.0
1689105,198990,50,3,15,1.0
1591055,198990,51,3,12,7.0
3355122,198990,52,5,9,2.0
2693510,198990,53,0,19,2.0
346442,198990,54,3,13,3.0
1525741,198990,55,2,14,6.0
1394265,198990,56,3,16,1.0
2478281,198990,57,0,9,4.0
2194389,198990,58,2,22,2.0
2132511,198990,59,4,16,2.0
2406685,198990,60,1,10,4.0
2368434,198990,61,2,8,1.0
3260238,198990,62,5,9,3.0
1218563,198990,63,3,10,5.0
2373494,198990,64,4,10,1.0
1879122,198990,65,0,13,3.0
1125588,198990,66,3,12,3.0
1992087,198990,67,0,19,11.0
1184715,198990,68,3,15,3.0
471027,198990,69,5,10,2.0
677809,198990,70,1,13,3.0
1952820,198990,71,4,12,3.0
193877,198990,72,5,14,1.0
1916775,198990,73,1,8,3.0
624582,198990,74,3,20,2.0
1253721,198990,75,0,15,4.0
477853,198990,76,2,19,2.0
394372,198990,77,4,19,2.0
732093,198990,78,0,18,3.0
2584626,198990,79,3,12,3.0
2061122,198990,80,5,12,2.0
2535642,198990,81,2,9,4.0
1739640,198990,82,5,9,3.0
411747,198990,83,0,10,2.0
958036,198990,84,1,11,1.0
1298394,198990,85,3,17,2.0
1437882,198990,86,4,11,1.0
3375698,198990,87,0,21,3.0
1090880,198990,88,1,16,1.0
695453,198990,89,2,12,1.0
1884577,198990,90,5,12,3.0
378423,198990,91,2,11,4.0
1715158,198990,92,4,17,2.0
1993306,198990,93,1,9,4.0
3062289,198990,94,3,15,2.0
2344427,198990,95,4,10,1.0
1136808,198990,96,5,9,8.0
216616,198990,97,3,8,5.0
1626584,198990,98,4,17,1.0
1644443,198990,99,0,16,3.0
848478,198990,100,2,14,2.0
713852,199073,1,6,9,
2886900,199073,2,5,17,30.0
970353,199073,3,0,8,30.0
71845,199073,4,1,16,15.0
2003335,199073,5,2,16,30.0
2158230,199073,6,6,16,11.0
2930851,199073,7,4,14,26.0
760392,199073,8,0,10,30.0
1128140,199222,1,6,12,
2703588,199222,2,0,21,30.0
2543131,199222,3,5,10,30.0
1448559,199222,4,3,13,30.0
529745,199237,1,2,15,
2142977,199237,2,3,12,8.0
641953,199237,3,1,8,12.0
2327663,199237,4,1,9,7.0
3218779,199237,5,3,10,16.0
2309152,199237,6,3,11,7.0
2567466,199237,7,1,8,12.0
1630408,199237,8,1,12,14.0
427312,199237,9,1,7,14.0
2997052,199237,10,1,7,28.0
66090,199237,11,2,23,8.0
2561056,199237,12,1,15,20.0
2593380,199237,13,3,17,9.0
1552056,199237,14,3,15,14.0
791340,199237,15,2,10,20.0
702029,199237,16,1,17,6.0
2582157,199237,17,1,15,30.0
1967700,199308,1,2,17,
3175178,199308,2,0,14,30.0
1554910,199308,3,5,16,12.0
1772232,199308,4,0,16,2.0
3399738,199308,5,0,12,14.0
1540863,199308,6,0,13,7.0
511316,199308,7,0,14,7.0
504563,199308,8,0,16,14.0
3162417,199308,9,1,16,29.0
505531,199308,10,3,15,2.0
869160,199308,11,3,15,7.0
38821,199308,12,0,14,18.0
477474,199308,13,0,10,30.0
1741368,199308,14,4,18,30.0
585290,199308,15,3,14,27.0
1502757,199308,16,2,16,30.0
1463716,199308,17,5,18,24.0
586297,199308,18,0,13,9.0
1569363,199382,1,5,17,
2571107,199382,2,0,1,9.0
2895091,199382,3,1,18,15.0
1013248,199382,4,1,14,21.0
820317,199382,5,1,10,30.0
19892,199382,6,5,18,18.0
171471,199382,7,5,1,7.0
2042473,199382,8,3,1,5.0
856284,199382,9,3,1,7.0
2476914,199382,10,2,22,6.0
585307,199382,11,6,14,18.0
1481132,199382,12,1,23,9.0
454744,199382,13,1,22,7.0
2979105,199382,14,5,0,11.0
3234254,199382,15,3,9,5.0
914976,199382,16,3,11,14.0
3259860,199382,17,2,10,6.0
1759940,199382,18,5,12,10.0
871218,199382,19,1,13,10.0
1456663,199382,20,2,19,8.0
1825373,199382,21,1,17,6.0
1090710,199382,22,0,13,6.0
1687180,199382,23,1,13,8.0
2086000,199382,24,1,17,0.0
2833810,199382,25,1,15,7.0
2560896,199382,26,0,15,13.0
1849008,199382,27,3,12,10.0
1810466,199382,28,3,14,7.0
145129,199382,29,3,18,7.0
3220241,199382,30,2,20,13.0
81475,199382,31,2,23,7.0
3415835,199412,1,4,15,
2741173,199412,2,0,17,30.0
443132,199412,3,1,12,30.0
38889,199412,4,1,14,14.0
2750032,199412,5,0,15,6.0
974313,199412,6,0,9,21.0
1131888,199412,7,0,15,14.0
233857,199412,8,0,9,7.0
2451731,199412,9,0,16,7.0
2924778,199412,10,6,21,6.0
1375576,199412,11,1,8,23.0
576525,199432,1,4,14,
3314404,199432,2,1,9,30.0
2589739,199432,3,1,10,28.0
974941,199432,4,2,13,15.0
2934585,199432,5,2,11,21.0
2062720,199432,6,0,18,12.0
856326,199432,7,1,14,29.0
915367,199432,8,1,10,30.0
40176,199432,9,4,16,24.0
2366306,199432,10,4,8,14.0
2673390,199432,11,1,9,30.0
1570281,199432,12,1,21,7.0
579687,199432,13,2,14,15.0
11143,199432,14,2,9,14.0
1002672,199432,15,1,14,30.0
2821442,199432,16,1,10,7.0
1366944,199511,1,0,17,
1749471,199511,2,0,14,7.0
833961,199511,3,0,13,7.0
1891286,199511,4,1,10,15.0
2819196,199511,5,0,16,6.0
898090,199511,6,6,13,6.0
3114174,199511,7,0,12,8.0
2729982,199511,8,0,9,7.0
214427,199511,9,0,17,7.0
2967714,199511,10,4,15,11.0
1683792,199511,11,6,18,9.0
3291449,199511,12,0,17,8.0
2067448,199511,13,0,18,14.0
2686181,199511,14,6,10,6.0
171247,199511,15,0,13,8.0
2960804,199511,16,0,11,7.0
408563,199511,17,0,11,7.0
1315450,199511,18,0,12,7.0
2271885,199511,19,0,13,7.0
2635194,199511,20,0,11,7.0
2870308,199511,21,6,18,13.0
1184959,199511,22,0,12,8.0
2106039,199511,23,6,17,6.0
2661262,199511,24,0,8,8.0
536943,199511,25,6,12,13.0
3124463,199511,26,6,10,7.0
1677401,199511,27,6,15,7.0
1090971,199511,28,0,10,8.0
155716,199511,29,6,8,6.0
303798,199511,30,1,16,9.0
2459829,199511,31,6,19,12.0
1537345,199511,32,6,9,7.0
1896160,199511,33,6,17,7.0
433705,199511,34,6,14,7.0
2726230,199511,35,6,7,7.0
2095391,199511,36,6,7,7.0
2684325,199511,37,6,8,7.0
1103747,199511,38,6,9,7.0
2208100,199511,39,0,9,8.0
3034969,199511,40,6,10,6.0
3187009,199511,41,5,17,6.0
1655784,199511,42,6,10,15.0
3187526,199511,43,3,17,4.0
3149560,199511,44,1,18,5.0
1552746,199511,45,0,16,6.0
2614800,199511,46,5,16,12.0
2308279,199580,1,0,23,
1157278,199580,2,5,12,5.0
2190686,199580,3,1,1,10.0
1357411,199580,4,1,11,7.0
1562085,199580,5,6,1,5.0
1903740,199580,6,3,0,4.0
2343067,199580,7,4,9,8.0
254028,199580,8,4,22,7.0
214290,199580,9,4,8,21.0
1726371,199580,10,2,12,12.0
2198528,199580,11,5,21,10.0
1814141,199580,12,3,10,5.0
350707,199580,13,0,23,4.0
1888504,199580,14,5,15,5.0
2983152,199580,15,4,11,13.0
2838588,199580,16,6,23,9.0
3090359,199580,17,4,21,5.0
1149865,199580,18,3,4,27.0
787195,199580,19,4,14,8.0
2228975,199580,20,6,12,9.0
516850,199580,21,5,14,6.0
1089488,199580,22,3,13,5.0
2669588,199580,23,5,11,9.0
1668275,199580,24,1,11,10.0
1660079,199580,25,0,13,6.0
41328,199580,26,4,2,11.0
1687139,199580,27,5,4,8.0
507592,199580,28,6,22,22.0
1488186,199580,29,2,13,10.0
2786724,199580,30,4,15,2.0
188402,199580,31,2,22,5.0
2967857,199580,32,3,10,15.0
2287347,199580,33,6,21,3.0
2847801,199580,34,6,21,0.0
1357940,199580,35,6,22,7.0
1888563,199580,36,1,8,9.0
75737,199580,37,4,16,3.0
3107362,199580,38,0,14,3.0
2700074,199580,39,0,3,14.0
629997,199580,40,5,12,5.0
1489772,199580,41,6,14,1.0
2111151,199580,42,6,21,21.0
653693,199580,43,0,14,8.0
2909261,199739,1,0,9,
3188213,199739,2,2,9,23.0
2812468,199739,3,1,14,6.0
2258708,199739,4,6,10,5.0
128920,199739,5,6,11,7.0
208340,199739,6,6,10,7.0
3328764,199739,7,0,23,15.0
2542932,199739,8,0,11,7.0
2866793,199739,9,1,7,8.0
1374946,199739,10,0,16,6.0
488961,199739,11,6,21,30.0
146156,199768,1,0,10,
739342,199768,2,1,13,8.0
723476,199768,3,3,18,2.0
1185310,199768,4,2,16,6.0
991572,199768,5,6,19,4.0
1941303,199768,6,0,15,8.0
2878569,199768,7,0,8,14.0
421696,199768,8,4,14,11.0
954405,199768,9,3,8,6.0
2490912,199768,10,0,7,4.0
884576,199768,11,0,10,14.0
3264563,199768,12,2,16,16.0
1749183,199768,13,6,14,4.0
1423028,199768,14,6,8,7.0
1153156,199768,15,1,17,9.0
772881,199768,16,0,16,6.0
2068448,199768,17,2,15,16.0
1298458,199768,18,0,17,12.0
766327,199768,19,6,8,6.0
525401,199768,20,0,12,8.0
2406373,199768,21,6,8,13.0
211022,199768,22,5,7,6.0
353031,199768,23,0,14,9.0
887139,199777,1,3,18,
1641624,199777,2,1,19,5.0
2520728,199777,3,0,20,6.0
792333,199777,4,2,13,23.0
1169720,199777,5,1,11,6.0
1252753,199777,6,5,14,30.0
2265651,199777,7,5,17,21.0
1653709,199777,8,3,11,30.0
2506257,199777,9,1,12,30.0
2822357,199777,10,2,12,8.0
3286986,199777,11,4,10,23.0
574030,199777,12,5,9,30.0
305795,199777,13,3,11,12.0
1674896,199828,1,6,7,
